Course Number,Course Name,Course Description
ENGR 303,Engineering Project Management,"Project management including initiating, planning, executing, controlling, and closing engineering projects. Managing the scope, costs, schedule, risks, and human resources in engineering projects. External party engagement, including Indigenous communities. [3-0-0] Prerequisite: All of APSC 169, APSC 201."
ENGR 305,Engineering Economic Analysis,"Cost concepts, accounting, time value of money; depreciation and taxes; public sector projects; economic evaluation techniques; handling uncertainty; sustainability in economic evaluation; societal context; infrastructure management needs; project impacts, mitigating risk. Case studies. [3-0-0] Prerequisite: Second-year standing in the B.A.Sc. program."
ENGR 310,Fluid Mechanics II,"Differential conservation, equations and solutions, boundary layers, compressible flows, and introduction to turbomachinery. [3-2*-1] Prerequisite: APSC 253."
ENGR 315,Systems and Control,"Dynamic systems, linear systems, control concepts, block diagrams, transient response, root locus, frequency response, Bode and Nyquist plots, and controller design. [3-2*-1] Prerequisite: APSC 246."
ENGR 320,Electromechanical Devices,"DC and AC magnetic circuits, transformers, DC machines, principles of electromagnetic devices, synchronous machines, induction motors, and brushless DC motors. [3-2*-1] Prerequisite: APSC 255."
ENGR 375,Energy System Design,"Primary energy sources and carriers. Energy conversion. Analysis of thermal systems. Reacting systems and combustion. Thermal systems design including steam power plants, gas turbines, internal combustion engines, and refrigeration systems. [3-0-1] Prerequisite: All of APSC 252, APSC 253."
ENGR 376,Materials Science II,"Review comprehensive study of phase diagrams, phase transformations, TTT diagrams, heat treatment, ferrous and nonferrous alloys, composite and concrete materials, and materials selection. [3-0-0] Prerequisite: APSC 259."
ENGR 377,Manufacturing Processes I,"Metrology, metal forming processes, plastic deformation, rolling, forging, drawing, extrusion, sheet metal forming. Machining processes and machine tools, turning, milling, drilling, grinding. Metal fabrication, welding, casting. [2 -3*-2*] Prerequisite: All of APSC 259, APSC 260."
ENGR 380,Design of Machine Elements,"Product design methodology; static and fatigue failure theory; design/selection of components including shafts, springs, bearings, gears, brakes, and clutches; design of bolted joints, power screws, and welds; design evaluation and optimization. [3-0-1] Prerequisite: APSC 260."
ENGR 381,Kinematics and Dynamics of Machinery,"The design, analysis, and synthesis of mechanisms, linkages, cams, and gear trains; dynamic force analysis; balancing of rotating and reciprocating masses. [3-0-1] Prerequisite: All of APSC 180, APSC 181."
ENGR 385,Heat Transfer Applications,"Steady and transient conduction heat transfer, radiation heat transfer, convection heat transfer, introduction to heat exchanger. [3-2*-1] Prerequisite: All of APSC 248, APSC 252."
ENGR 387,Vibration of Mechanical Systems,"Vibration of mechanical systems. Single and multiple degree of freedom systems. Undamped, damped vibrations. Forced vibrations and resonance. Modal analysis, modelling vibrating systems. Spectral analysis. Measurement and control of vibrating mechanical systems. [3-0-1] Prerequisite: APSC 246."
ENGR 413,Law and Ethics for Engineers,"Ethical theories and their application. The Canadian legal system. Companies, partnerships, independent contractors. Contract documents, specifications, liability, torts and liens. Intellectual property. Agency; evidence; role of an expert witness. Employment law. Professional Governance Act, Code of Ethics, consultation and engagement with Indigenous communities. [3-0-0] Prerequisite: Fourth-year standing."
ENGR 476,Mechanics of Materials II,"Bending of curved beams; bending of beams with asymmetric cross-sections; shear flow and centre; review of beam deflections; column buckling; Castigliano's theorem; statically indeterminate beams, frames, and rings; Torsion of noncircular members. [3-0-0] Prerequisite: APSC 260."
ENGR 499,Engineering Capstone Design Project,A capstone design project in response to an actual engineering problem. The project can be multi-disciplinary or in a specialized area of engineering. Students are required to submit a comprehensive project report and deliver a formal presentation. [2-3-0; 0-6-0] Prerequisite: Fourth-year standing.
